index,id,crawl_id,visit_id,old_channel_id,new_channel_id,is_temporary,is_permanent,is_internal,is_sts_upgrade,time_stamp
164,165,1,1,{75bb7b39-ee05-4f69-8f24-d846a71b5e77},{19357f11-14c8-40e4-8bd8-8fe83780a4fa},1,0,0,0,2020-11-29T14:48:17.026Z
165,166,1,1,{75bb7b39-ee05-4f69-8f24-d846a71b5e77},{19357f11-14c8-40e4-8bd8-8fe83780a4fa},1,0,0,0,2020-11-29T14:48:17.026Z
166,167,1,1,{75bb7b39-ee05-4f69-8f24-d846a71b5e77},{19357f11-14c8-40e4-8bd8-8fe83780a4fa},1,0,0,0,2020-11-29T14:48:17.026Z
167,168,1,1,{75bb7b39-ee05-4f69-8f24-d846a71b5e77},{19357f11-14c8-40e4-8bd8-8fe83780a4fa},1,0,0,0,2020-11-29T14:48:17.026Z
168,169,1,1,{75bb7b39-ee05-4f69-8f24-d846a71b5e77},{19357f11-14c8-40e4-8bd8-8fe83780a4fa},1,0,0,0,2020-11-29T14:48:17.026Z
169,170,1,1,{75bb7b39-ee05-4f69-8f24-d846a71b5e77},{19357f11-14c8-40e4-8bd8-8fe83780a4fa},1,0,0,0,2020-11-29T14:48:17.026Z
170,171,1,1,{264b4c50-a677-47c2-9b88-43c21e9acc15},{506257ee-f182-4217-9caf-27af19120774},1,0,0,0,2020-11-29T14:48:17.196Z
171,172,1,1,{de8f7db1-6dec-4dc0-93d9-7643e96445c3},{0537fe29-d01d-408f-86a8-7aadd0a9dbdb},1,0,0,0,2020-11-29T14:48:17.206Z
172,173,1,1,{d72764cf-2ea2-484d-bf7a-78cfed331f1e},{e2d9eab3-1128-46f4-9c97-cb25bab8f92b},1,0,0,0,2020-11-29T14:48:17.362Z
173,174,1,1,{506257ee-f182-4217-9caf-27af19120774},{ba6de64f-2a66-434d-a567-688a698ed966},1,0,0,0,2020-11-29T14:48:17.380Z
174,175,1,1,{506257ee-f182-4217-9caf-27af19120774},{ba6de64f-2a66-434d-a567-688a698ed966},1,0,0,0,2020-11-29T14:48:17.380Z
175,176,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.384Z
176,177,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.384Z
177,178,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.384Z
178,179,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.384Z
179,180,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.384Z
180,181,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.384Z
181,182,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.386Z
182,183,1,1,{19357f11-14c8-40e4-8bd8-8fe83780a4fa},{81045ddb-33a1-42c1-9c0f-5233342e9f8e},1,0,0,0,2020-11-29T14:48:17.386Z
183,184,1,1,{0537fe29-d01d-408f-86a8-7aadd0a9dbdb},{e260ccd3-4195-4129-93e0-2ba95395a9f5},1,0,0,0,2020-11-29T14:48:17.454Z
184,185,1,1,{0537fe29-d01d-408f-86a8-7aadd0a9dbdb},{e260ccd3-4195-4129-93e0-2ba95395a9f5},1,0,0,0,2020-11-29T14:48:17.454Z
185,186,1,1,{81045ddb-33a1-42c1-9c0f-5233342e9f8e},{a3dd7cdd-177b-46af-852a-50030ae4a118},1,0,0,0,2020-11-29T14:48:17.506Z
